Company Name,Sector,Country,City,Email,Website,Address,Tel/Fax,Unnamed: 8
Fujairah Beach Motel,Travel and Tourism,UAE,Fujairah,fbm@emirates.net.ae,www.fbmotel.com/,P.O.Box 283,Tel: +971 9-2228111,
Fujairah Building Industries,Construction,UAE,Fujairah,fbi_fuj@emirates.net.ae,www.fbifuj.ae,P.O.Box 383,Tel: +971 9-222-3907,
Fujairah Cement Industries,Construction,UAE,Fujairah,info@fujairahcement.com,www.fujairahcement.com,Fujairah National Insurance Building,Tel: +971 9-222-3111,
Fujairah Chamber of Commerce and Industry and Agriculture,Services,UAE,Fujairah,chamber@fujcci.ae,www.fujcci.ae,Fujairah Trade Center Building,Tel: +971 9-222-2400,
Fujairah Free Zone,Real Estate,UAE,Fujairah,freezone@emirates.net.ae,,P.O.Box 1133,Tel: +971 9-222-8000,
Fujairah International Airport,Transport,UAE,Fujairah,gm@fujairah-airport.com,www.fujairah-airport.com/,P.O.Box 977,Tel: +971 9-222-6222,
Fujairah Maritime and Mercantile International,Conglomerates,UAE,Fujairah,,,P.O.Box 259,Tel: +971 9-2228238,
Fujairah Medical Trading Company,Healthcare,UAE,Fujairah,fmtc@emirates.net.ae,,P.O.Box 232,Tel: +971 9-2222395,
Fujairah National Construction and Transport Company,Construction,UAE,Fujairah,fnct@fng.ae,www.fnct.ae,Fujairah National Group Building,Tel: +971 9-228-1666,
Fujairah National Group,Conglomerates,UAE,Fujairah,fngpro@fng.ae,www.fng.ae,P.O.Box 121,Tel: +971 9-228-1000,
Fujairah National Shipping Agency,Transport,UAE,Fujairah,,,P.O.Box 234,Tel: +971 9-222-8151,
Fujairah Polymer Company,Basic Materials,UAE,Fujairah,,,P.O.Box 1208,Tel: +971 9-2232244,
Fujairah Rock and Aggregate Company,Construction,UAE,Fujairah,,fujarc@emirates.net.ae,P.O.Box 895,Tel: +971 9-222-8626,
Fujairah Trade Centre,Real Estate,UAE,Fujairah,info@fujairahtradecentre.com,www.fujairahtradecentre.com,Trade Centre Building,Tel: +971 9-222-2661,
Fujitsu Services United Arab Emirates,Telecoms and IT,UAE,Abu Dhabi,uae.generalmail@services.fujitsu.com,www.fujitsu-services.ae,Al Masaood Tower,Tel: +971 2-633-5200,
Fujitsu Siemens Computers,Telecoms and IT,UAE,Dubai,service-me@fujitsu-siemens.com,www.me.fujitsu-siemens.com,Siemens Building,Tel: +971 4-366-0481,
Future Pipe Group,Basic Materials,UAE,Dubai,info@future-pipe.com,www.futurepipe.com/,P.O.Box 1371,Tel: +971 4-210-1234,
Future Technology,Telecoms and IT,UAE,Dubai,,,P.O.Box 25,Tel: +971 4-3390000,
FutureBrand Middle East,Media,UAE,Dubai,contact-dubai@futurebrand.com,www.futurebrand.com,"Loft Office 2, Entrance B, Unit 412",Tel: +971 4-367-1625,
G&M International,Consumer Goods,UAE,Dubai,gmint@emirates.net.ae,,Ibrahim & Mohamad Obaidulla Bldg,Tel: +971 4-2669000,
GAC Group,Transport,UAE,Dubai,hq@gacworld.com,www.gacworld.com,Jebel Ali Free Zone,Tel: +971 4-881-1411,
GAC Marine,Transport,UAE,Abu Dhabi,marine.ae@gacworld.com,www.gacmarine.com,P.O.Box 8108,Tel: +971 2-554-3500,
GAP Corporation,Services,UAE,Dubai,infouae@gulfgap.com,www.gulfgap.com,P.O.Box 1050,Tel: +971 4-223-3250,
GIBCA Group,Conglomerates,UAE,Sharjah,info@gibca.com,www.gibca.com,Al Wahda Street,Tel: +971 6-533-0111,
GMMOS Group,Construction,UAE,Dubai,info@gmmos.com,www.gmmos.com,P.O.Box 4613,Tel: +971 4-324-1433,
,,,,,www.gmmosgroup.com,,Fax: +971 4-324-1027,
Gal Advanced Lighting,Industrial Manufacturing,UAE,Dubai,gallight@emirates.net,www.gallighting.com,Roundabout 6,Tel: +971 4-881-7485,
Galadari Automobiles Company,Automotive,UAE,Dubai,gatco@emirates.net.ae,www.mazdauae.com/,P.O.Box 8494,Tel: +971 4-299-4666,
Galadari Brothers Holding Company,Conglomerates,UAE,Dubai,gabros@emirates.net.ae,www.galadarigroup.com,Intercontinental Plaza,Tel: +971 4-228-1191,
Galadari Computer Trading Company,Telecoms and IT,UAE,Dubai,,,Galadari Engineering Works C Bldg,Tel: +971 4-262-6767,
Galadari Engineering Works Company,Mining and Metals,UAE,Dubai,galenem@emirates.net.ae,,Al Ittihad Road,Tel: +971 4-266-7318,
Galadari Ice Cream Company,Agriculture and Food,UAE,Dubai,galaice@emirates.net.ae,,P.O.Box 28926,Tel: +971 4-285-7885,
Galadari Investment Office,Real Estate,UAE,Dubai,info@gio.ae,www.gio.ae,Building No 4,Tel: +971 4-368-9991,
Galadari Printing and Publishing,Media,UAE,Dubai,ktimes@emirates.net.ae,www.khaleejtimes.com,P.O.Box 11243,Tel: +971 4-338-3535,
Galadari Real Estate,Real Estate,UAE,Dubai,zia@gabros.ae,,Intercontinental Plaza Building,Tel: +971 4-338-8800,
Galadari Trucks and Heavy Equipment Company,Industrial Manufacturing,UAE,Dubai,galfar@emirates.net.ae,www.gthe.com,P.O.Box 11080,Tel: +971 4-266-7443,
Galfar Engineering and Contracting - UAE,Construction,UAE,Abu Dhabi,,,Mohammed Sultan Al Otaiba Building,Tel: +971 2-633-6111,
Gambate! Communications Consultants,Media,UAE,Dubai,info@gambate.biz,www.gambate.biz,No 1 Reuters Building,Tel: +971 4-391-6424,
Gardiner and Theobald International,Construction,UAE,Dubai,gtidubai@emirates.net.ae,www.gardiner.com,P.O.Box 24476,Tel: +971 4-34585185,
Gargash Enterprises,Automotive,UAE,Dubai,enquiry@gargash.ae,www.gargash.mercedes-benz.com,Al Ittihad Street,Tel: +971 4-269-9777,
Gargash Motors and General Trading,Automotive,UAE,Dubai,gargash@emirates.net.ae,www.gargashme.com,Gargash Motors Building,Tel: +971 4-340-3333,
Geco Mechanical and Electrical Company,Construction,UAE,Sharjah,gecmep@emirates.net.ae,,Geco Complex,Tel: +971 6-534-9696,
Geebee Trading Company,Construction,UAE,Dubai,gebee@emirates.net.ae,,P.O.Box 56,Tel: +971 4-3534055,
General Authority for Health Services,Government,UAE,Abu Dhabi,info@gahs.ae,www.gahs.ae,P.O.Box 5674,Tel: +971 2-449-3333,
General Civil Aviation Authority,Transport,UAE,Abu Dhabi,info@gcaa-uae.com,www.gcaa.ae,P.O.Box 6558,Tel: +971 2-444-7666,
General Company for Electrical and Communication Works,Construction,UAE,Dubai,syrianet@mail.sy,www.syrianet-gh.com/,P.O.Box 532,Tel: +963 (31) 512164,
General Electric Gulf,Conglomerates,UAE,Dubai,,www.ge.com/ae,P.O.Box 11549,Tel: +971 4-331-0444,
General Enterprises Company,Conglomerates,UAE,Dubai,gecouae@emirates.net.ae,www.gecouae.com,P.O.Box 363,Tel: +971 4-222-4131,
General Gypsum Company,Construction,UAE,Dubai,,,P.O.Box 12265,Tel: +971 4-2273754,
General Holding Corporation,Conglomerates,UAE,Abu Dhabi,,www.ghc.ae,Chamber of Commerce Building,Tel: +971 2-614-4444,
,,,,,itcghc@ghc.ae,17th Floor,Fax: +971 2-632-5034,
General Information Authority,Telecoms and IT,UAE,Abu Dhabi,,www.gia.gov.ae,P.O.Box 3870,Tel: +971 2-616-0444,
,,,,,webmaster@gia.gov.ae,,Fax: +971 2-626-6621,
General Motors Middle East,Automotive,UAE,Dubai,,www.gmarabia.com,P.O.Box 9233,Tel: +971 4-314-3333,
,,,,,gmdubai@emirates.net.ae,,Fax: +971 4-331-4102,
General Navigation and Commerce Company,Automotive,UAE,Dubai,,www.genavco.com,Za'abeel Street,Tel: +971 4-3961000,
General Pensions and Social Security Authority,Government,UAE,Abu Dhabi,,www.uae.gov.ae/gpssa,P.O.Box 47000,Tel: +971 2-631-1000,
,,,,,gpssa@uae.gov.ae,,Fax: +971 2-631-8866,
Genipo Company,Construction,UAE,Abu Dhabi,,,P.O.Box 4126,Tel: +971 2-644-4058,
Gerab National Enterprises,Oil and Gas,UAE,Dubai,,www.gerab.co.ae,Gerab National Enterprises Building,Tel: +971 4-883-6666,
,,,,,gerab@emirates.net.ae,Jebel Ali Free Zone,Fax: +971 4-806-5765,
German Emarati Company,Construction,UAE,Abu Dhabi,,www.geco-pac.com,Alia Tower,Tel: +971 2-676-5300,
,,,,,info@geco-pac.com,4th Floor,Fax: +971 2-676-7211,
German Gulf Enterprises,Industrial Manufacturing,UAE,Sharjah,,gge01@emirates.net.ae,P.O.Box 5937,Tel: +971 6-531-4100,
Ghobash Trading and Investments,Conglomerates,UAE,Dubai,,www.ghobash.com,Al-Khaleej Building,Tel: +971 4-334-5111,
Giffin Graphics,Consumer Goods,UAE,Abu Dhabi,,www.giffingraphics.com,Mina Zayed Free Zone,Tel: +971 2-673-0555,
,,,,kteily@eim.ae,,P.O.Box 955,Fax: +971 2-673-3550,
Gillette Middle East and Africa,Consumer Goods,UAE,Dubai,,,P.O.Box 1996,Tel: +971 4-223-9498,
Ginco Contracting Establishment,Construction,UAE,Dubai,,,P.O.Box 8692,Tel: +971 4-269-2976,
Giordano Middle East,Consumer Goods,UAE,Dubai,,www.giordano-me.com/,P.O.Box 5239,Tel: +971 4-347-6868,
Global Contracting,Construction,UAE,Abu Dhabi,globessa@emirates.net.ae,,P.O.Box 3629,Tel: +971 2-555-4890,
Global Fasteners,Mining and Metals,UAE,Dubai,rego@dubwire.com,www.global-fastners.com,Jebel Ali Free Zone,Tel: +971 4-883-5189,
Global Gate Financial Services,Financial Services,UAE,Abu Dhabi,,,Corniche Abu Dhabi,Tel: +971 2-612-0600,
Global Group for Development,Conglomerates,UAE,Abu Dhabi,,,Jassim Darwish and Sons Building,Tel: +971 2-632-5400,
Global Link Communications,Telecoms and IT,UAE,Dubai,,,K Building,Tel: +971 4-284-4404,
Global Process Systems,Oil and Gas,UAE,Dubai,info@gps-intl.com,www.globalprocesssystems.com,Spectrum Building,Tel: +971 4-336-6136,
Globalis International,Telecoms and IT,UAE,Dubai,info-dubai@globalis.com,www.globalis.com/,P.O.Box 52460,Tel: +971 4-3346700,
Globalpharma,Healthcare,UAE,Dubai,info@globalpharmadubai.com,www.globalpharmadubai.com,P.O.Box 72168,Tel: +971 4-885-1222,
Glotra Building Materials Company,Construction,UAE,Sharjah,,,P.O.Box 7194,,
Gold and Diamond Park,Real Estate,UAE,Dubai,gdp@emaar.ae,www.goldanddiamondpark.com,Building 7,Tel: +971 4-347-7788,
Golden Tulip Dalma Suites,Travel and Tourism,UAE,Abu Dhabi,info@goldentulipdalmasuites.com,www.goldentulipdalmasuites.com,Sheikh Hamdan Street,Tel: +971 2-633-2100,
Golden Tulip Hotels Inns and Resorts,Travel and Tourism,UAE,Sharjah,mena@goldentulip.com,www.goldentuliptop.com,Al Fardan Center,Tel: +971 6-554-0303,
,,,,,www.tophotels.ch,Bohayra Corniche,Fax: +971 6-554-0304,
GolinHarris,Media,UAE,Dubai,ghdubai@golinharris.ae,,Capricorn Tower,Tel: +971 4-332-3308,
Golten Management,Industrial Manufacturing,UAE,Dubai,golten@goltendxb.com.ae,,"Dubai Shil Docking Yard, Al Quta'eyat Road Jadaf Area",Tel: +971 4-3241642,
Gourmet Gulf Company,Travel and Tourism,UAE,Dubai,info@gourmetgulf.com,www.gourmetgulf.com,Art Towers,Tel: +971 4-393-2646,
Gowealthy Holdings,Media,UAE,Dubai,info@gowealthy.com,www.gowealthy.com,Emaar Business Park,Tel: +971 4-361-8686,
Grand Hyatt Dubai,Travel and Tourism,UAE,Dubai,dubai.grand@hyattintl.com,www.dubai.grand.hyatt.com,P.O.Box 7978,Tel: +971 4-317-1234,
Grand Mills For Flour and Feed Company,Agriculture and Food,UAE,Abu Dhabi,,,P.O.Box 46622,Tel: +971 2-696-9111,
Grand Stores,Consumer Goods,UAE,Dubai,bareed@grandstores.ae,www.grandstores.com,Saleh Bin Lahej Building,Tel: +971 4-282-3700,
Grand Weld and Fabrication Services,Industrial Manufacturing,UAE,Dubai,,,P.O.Box 2159,Tel: +971 4-324-1702,
Grant Thornton United Arab Emirates,Services,UAE,Dubai,gtdubai@emirates.net.ae,www.gtdubai.com/,Warba Centre Deira,Tel: +971 4-2688070 (5 lines),
Gray Business Communications,Media,UAE,Dubai,,,P.O.Box 7260,Tel: +971 4-349-6636,
Great Circle Line Company,Transport,UAE,Dubai,suzan@gclc.com,,Arenco Building,Tel: +971 4-396-6218,
Green Coast Enterprises,Conglomerates,UAE,Dubai,aran@greencoast.ae,,Al Ittihad Road,Tel: +971 4-8815173 (General Manager),
Green Crest Industries (ME),Basic Materials,UAE,Dubai,daikool@emirates.net.ae,,Jebel Ali Free Zone,Tel: +971 4-8815255,
Grey Worldwide Middle East and North Africa,Media,UAE,Dubai,info@greydubai.com,www.greyme.com,API World Tower,Tel: + 971 4-331-0331,
Grosvenor House,Travel and Tourism,UAE,Dubai,,www.grosvenorhouse-dubai.com,P.O.Box 1185000,Tel: +971 4-399-8888,
Groupe Sanofi-Synthâlabo,Healthcare,UAE,Dubai,,www.sanofi-synthelabo.com,Dubai Airport Free Zone Area,Tel: +971 4-299-7440,
Guardian RAK,Construction,UAE,Ras Al Khaimah,,,"Ras Al Khaimah, United Arab Emirates",Tel: +966 3-358-8888,
Gulf Agency Company (Dubai),Transport,UAE,Dubai,dubai@gacworld.com,,Jebel Ali Free Zone,Tel: +971 4-881-8090,
Gulf Agency Company (Sharjah),Transport,UAE,Sharjah,,www.gacsharjah.com,P.O.Box 435,Tel: +971 6-572-5446,
Gulf Aircraft Maintenance Company,Industrial Manufacturing,UAE,Abu Dhabi,commercial@gamco.co.ae,www.gamco-seod.com,P.O.Box 46450,Tel: +971 2-575-7555,
,,,,,www.gamco.co.ae,,Tel: +971 2-505-7000,
Gulf Automation Services and Oilfield Supplies,Oil and Gas,UAE,Abu Dhabi,gasos@bhg.co.ae,www.gasos.com,P.O.Box 203,Tel: +971 2-627-6600,
Gulf Bitumen and Asphalt Products Company,Construction,UAE,Dubai,ramgba@emirates.net.ae,www.gba-gulf.com,"Junction 5, Flat 34-B-E",Tel: +971 4-881-5565,
Gulf Cancrafters,Mining and Metals,UAE,Sharjah,gulfcan@emirates.net.ae,www.gulfcapital.com,Real Estate Dept Bldg,Tel: +971 6-5331595,
Gulf Capital,Financial Services,UAE,Abu Dhabi,info@gulfcapital.com,,Fujairah National Bank Tower,Tel: +971 2-671-6060,
Gulf Capital Group,Financial Services,UAE,Dubai,info@gulfcapitalgroup.com,www.gulfcapitalgroup.com,Precinct Building 3,Tel: +971 4-363-5730,
Gulf Cement Company - UAE,Construction,UAE,Ras Al Khaimah,info@gulfcement.ae,www.gulfcement.ae,P.O.Box 5295,Tel: +971 7-266-8222,
Gulf Chemicals,Consumer Goods,UAE,Dubai,gc@gulfchemicals.com,,Jebel Ali Free Zone,Tel: +971 4-8835179,
Gulf Cobla,Construction,UAE,Dubai,info@gulfcobla.co.ae,www.gulfcobla.com,P.O.Box 5708,Tel: +971 4-324-1023,
Gulf Commercial Agency,Oil and Gas,UAE,Abu Dhabi,gcamak@emirates.net.ae,,P.O.Box 46962,Tel: +971 2-5553456,
Gulf Commercial Group,Telecoms and IT,UAE,Dubai,,www.gcgest.com/,P.O.Box 1017,Tel: +971 4-2820800,
Gulf Contractors Company,Construction,UAE,Abu Dhabi,gcc@gcc.ae,www.gcc.ae,Liberty Tower,Tel: +971 2-626-7510,
,,,,info@gcc.ae,,"Floor 02, Room 023",Fax: +971 2-627-2049,
Gulf Craft,Industrial Manufacturing,UAE,Ajman,gci@gulfcraftinc.com,www.gulfcraftinc.com,Sheikh Khalifa Bin Zayed Street,Tel: +971 6-740-6060,
Gulf Development Systems,Construction,UAE,Dubai,gds@gdsuae.ae,www.gdsuae.ae,Al Jadaf Dockyard,Tel: +971 4-324-3131,
Gulf Eagle Services,Transport,UAE,Dubai,gulfeagl@emirates.net.ae,www.gulfeagleservices.com,P.O.Box 52378,Tel: +971 4-3323331 (10 lines),
Gulf Energy Maritime,Oil and Gas,UAE,Dubai,,,P.O.Box 6442,Tel: +971 4-337-4400,
Gulf Eternit Industries,Construction,UAE,Dubai,info@gulf-eternit.com,www.gulf-eternit.com,P.O.Box 1371,Tel: +971 4-210-1200,
Gulf Explosives Company,Basic Materials,UAE,Ras Al Khaimah,,,P.O.Box 5121,Tel: +971 7-2668477,
Gulf Extrusions Company,Mining and Metals,UAE,Dubai,sales@gulfex.com,www.gulfextrusions.ae,Jabel Ali Industrial Area,Tel: +971 4-884-6146,
Gulf Finance Corporation,Financial Services,UAE,Dubai,gulfincp@gulfinance.com,www.gulfinance.com,Burj Al Itihad Building,Tel: +971 4-343-5202,
Gulf Food Industries California Garden,Agriculture and Food,UAE,Dubai,info@gficg.com,www.gficg.com,Jebel Ali Free Zone,Tel: +971 4-881-5633,
,,,,ggico@emirates.net.ae,,P.O.Box 17100,Fax: +971 4-881-5544,
Gulf General Investment Company,Financial Services,UAE,Dubai,,,Al Fattan Plaza Building,Tel: +971 4-282-1888,
Gulf Glass Industries,Construction,UAE,Sharjah,ggi@emirates.net.ae,www.gulfglass.net,P.O.Box 6022,Tel: +971 6-538-5500,
Gulf Hill & Knowlton,Media,UAE,Dubai,,,Al Safina Building,Tel: +971 4-334-4930,
Gulf Industrial Gases Company,Basic Materials,UAE,Abu Dhabi,gmanager@gigcl.ae,www.gigcl.ae,P.O.Box 9210,Tel: +971 2-551-0616,
Gulf Industrial Services Company,Construction,UAE,Abu Dhabi,gisco@giscoauh.ae,www.gisco-uae.com,Bin Hamoodah Building,Tel: +971 2-626-5750,
Gulf Inn Hotel,Travel and Tourism,UAE,Dubai,gulfinn@emirates.net.ae,,P.O.Box 55954,Tel: +971 4-224-3433,
Gulf International,Conglomerates,UAE,Dubai,gulfint@emirates.net.ae,www.gulfinternationaluae.com,P.O.Box 2870,Tel: +971 4-355-9255,
Gulf Interstate Oil Company,Oil and Gas,UAE,Dubai,gioc@emirates.net.ae,,P.O.Box 73244,Tel: +971 4-329-1400,
Gulf Legumes Company,Agriculture and Food,UAE,Dubai,glexmgmt@geixdubai.co.ae,,Jebel Ali Free Zone,Tel: +971 4-221-5875,
Gulf Manufacturing Industries Company,Consumer Goods,UAE,Sharjah,aljabor@emirates.net.ae,,P.O.Box 32100,Tel: +971 6-533-0112,
Gulf Marine Maintenance and Offshore Service Company Dubai,Construction,UAE,Dubai,info@gmmos.com,,GMMOS Building,Tel: +971 4-324-1433,
Gulf Marine Services,Transport,UAE,Abu Dhabi,gmsauh@emirates.net.ae,www.gmsauh.com,Old Musaffah Industrial Area,Tel: +971 2-555-9430,
Gulf Medical College Ajman,Services,UAE,Ajman,gmcajman@emirates.net.ae,www.gmcajman.com,Jaf Area,Tel: +971 6-743-1333,
Gulf Medical Projects Company,Healthcare,UAE,Sharjah,,,"C/O, Al Zahra Private Hospital Sharjah, PO Box 3499, Sharjah, United Arab Emirates",Tel: +971 6-561-9999,
Gulf Merchant Group,Financial Services,UAE,Dubai,info@gulfmerchantgroup.com,www.gulfmerchantgroup.com,The Gate District,Tel: +971 4-365-8100,
Gulf Navigation Holding,Transport,UAE,Dubai,info@gulfnav.com,www.gulfnav.com,City Centre Office,Tel: +971 4-295-8610,
Gulf Oil Middle East,Oil and Gas,UAE,Dubai,gomeluae@emirates.net.ae,,P.O.Box 5401,Tel: +971 4-2277951,
Gulf Paints and Adhesives Factory,Basic Materials,UAE,Al Ain,glfpaint@emirates.net.ae,,P.O.Box 15381,Tel: +971 3-7211670,
Gulf Petrochemical Services,Oil and Gas,UAE,Abu Dhabi,gpstekno@emirates.net.ae,,P.O.Box 45565,Tel: +971 2-677-7424,
Gulf Pharmaceutical Industries,Healthcare,UAE,Ras Al Khaimah,julphar@emirates.net.ae,www.julphar.com,Degdaga Building,Tel: +971 7-246-1461,
Gulf Piping Company,Mining and Metals,UAE,Abu Dhabi,gpc@imcc.ae,,Mussaffah Industrial Area,Tel: +971 2-555-3395,
Gulf Plastics,Basic Materials,UAE,Dubai,,,P.O.Box 1188,Tel: +971 4-2851492,
Gulf Precast Concrete Company,Construction,UAE,Abu Dhabi,gprecast@emirates.net.ae,www.gulfprecast.co.ae,P.O.Box 44495,Tel: +971 2-671-4441,
Gulf Printing Systems,Telecoms and IT,UAE,Abu Dhabi,,,P.O.Box 4475,Tel: +971 2-6275678,
Gulf Pure Water Company,Agriculture and Food,UAE,Umm Al Quwain,superglf@emirates.net.ae,www.supergulf.ae,King Faysal Street,Tel: +971 6-766-5511,
Gulf Research Center,Services,UAE,Dubai,info@grc.ae ,www.grc.ae,P.O.Box 80758,Tel: +971 4-324-7770,
Gulf Steel Industries Company,Basic Materials,UAE,Abu Dhabi,glfsteel@emirates.net.ae,,Musafah,Tel: +971 2-551-0098,
Gulf Supplies and Commercial Services,Conglomerates,UAE,Abu Dhabi,info@gscsgulf.com,www.gscsgulf.com,P.O.Box 768,Tel: +971 2-676-7400,
Gulf Textiles Company,Consumer Goods,UAE,Dubai,,,Jebel Ali Free Zone,Tel: +971 4-8815158,
Gulf Total Tractebel Power Company,Power and Utilities,UAE,Abu Dhabi,,www.adwea.ae/gttpc,P.O.Box 52862,Tel: +971 2-562-7333,
Gulf Trading and Refrigerating Company,Agriculture and Food,UAE,Dubai,gulfco1@emirates.net.ae,,P.O.Box 1003,Tel: +971 4-337-1400,
Gulf and Safa Dairies Company,Agriculture and Food,UAE,Dubai,dairy@emirates.net.ae,www.gulfsafadairy.com,Rashidya,Tel: +971 4-285-4513,
Gulfa Mineral Water and Processing Industries,Agriculture and Food,UAE,Ajman,gulfa@emirates.net.ae,www.gulfa.net,Gulfa Building,Tel: +971 6-740-7100,
Gulfcon Concrete Products,Construction,UAE,Dubai,,,P.O.Box 3252,Tel: +971 4-3387333,
Gulftainer Company,Transport,UAE,Sharjah,gtlgm@emirates.net.ae,www.gulftainer.com,P.O.Box 225,Tel: +971 6-572-4201,
HBG Holdings,Conglomerates,UAE,Dubai,info@hbgholdings.com ,www.hbgholdings.com,P.O.Box 113341,Tel: +971 4-331-4133,
HSBC Amanah,Financial Services,UAE,Dubai,hsbcamanah@hsbc.com,www.amanahfinance.hsbc.com,HSBC Building,Tel: +971 4-507-7778,
HSBC Bank Middle East,Financial Services,UAE,Dubai,contactus.me@hsbc.com,www.middleeast.hsbc.com,Baniyas Square,Tel: +971 4-390-4722,
HSBC Financial Services (Middle East),Financial Services,UAE,Dubai,hibme@emirates.net.ae,,HSBC Building,Tel: +971 4-507-7333,
HSBC Middle East Finance Company,Financial Services,UAE,Dubai,hsbcmefco@hsbc.com,www.mefco.hsbc.com,P.O.Box 1956,Tel: +971 4-294-8000,
Habib Al Mulla and Company,Services,UAE,Dubai,info@habibalmulla.com,www.habibalmulla.com,Kinda House,Tel: +971 4-331-6868,
Habib Bank AG Zurich,Financial Services,UAE,Dubai,hbzweb@habibbank.com,www.habibbank.com,Bader Obaid Building,Tel: +971 4-221-4535,
Habitat,Consumer Goods,UAE,Abu Dhabi,,,Golden Toer,Tel: +971 2-627-3760,
Habtoor Hospitality,Travel and Tourism,UAE,Dubai,www.habtoorhotels.com,,P.O.Box 26666,Tel: +971 4-343-1111,
Hacco Engineering and Construction Company (under liquidation),Construction,UAE,Abu Dhabi,haste@emirates.net.ae,,P.O.Box 3524,Tel: +971 2-671-5711,
Hadef Al Dhaheri and Associates,Services,UAE,Abu Dhabi,contact@hadalaw.ae,www.hadalaw.com,Blue Tower,Tel: +971 2-627-6622,
Hadi Enterprises,Consumer Goods,UAE,Dubai,hadi@hadient.ae,,Zabeel Building,Tel: +971 4-336-9530,
Halabi Refrigeration and Steel Factory,Mining and Metals,UAE,Sharjah,alhalabi@emirates.net.ae,,P.O.Box 6889,Tel: +971 6-5342318,
Halliburton Corporation,Oil and Gas,UAE,Dubai,investors@halliburton.com,www.halliburton.com,Moosa Tower,Tel: +971 4-331-0666,
Ham Dredging Company,Construction,UAE,Abu Dhabi,hamauh@emirates.net.ae,,P.O.Box 2798,,
Hamarain and Partners,Mining and Metals,UAE,Sharjah,tuba@emirates.net.ae,,P.O.Box 1770,Tel: +971 6-533-0368,
Hamriyah Free Zone,Real Estate,UAE,Sharjah,hfz@hamriyahfreezone.ae,www.hamriyahfz.com,Umm Al Qiwan Street,Tel: +971 6-526-3333,
Hassan Mohammed Bin Al Sheikh,Conglomerates,UAE,Dubai,mppdubai@emirates.net.ae,,Deira,Tel: +971 4-2823040,
Hassani Trading Company,Conglomerates,UAE,Dubai,hassani@emirates.net.ae,,P.O.Box 286,Tel: +971 4-347-1555,
Hatta Fort Hotel,Travel and Tourism,UAE,Dubai,hfh@jaihotels.com,www.jebelalihotel.com,P.O.Box 9277,Tel: +973 4-852-3211,
Hawkamah Institute for Corporate Governance,Government,UAE,Dubai,info@hawkamah.org,www.hawkamah.org,The Gate,Tel: +971 4-362-2550,
Hempel Paints (Emirates),Basic Materials,UAE,Sharjah,,,P.O.Box 2000,Tel: +971 6-528-3307,
Hepworth PME,Basic Materials,UAE,Dubai,hepworth@emirates.net.ae,www.hepworthpme.com,P.O.Box 2345,Tel: +971 4-289-4670,
,,,,info@hepworthpme.com,,,Fax: +971 4-289-4621,
Hercules Heavy Equipment Trading Company,Industrial Manufacturing,UAE,Sharjah,hercules@emirates.net.ae,,P.O.Box 4756,Tel: +971 6-5344131,
Hertz UAE,Travel and Tourism,UAE,Dubai,,www.hertz-uae.com,P.O.Box 7976,Tel: +971 4-282-4422,
Hewlett Packard Middle East,Telecoms and IT,UAE,Dubai,joseph.hanania@hp.com,,Building 13,Tel: +971 4-391-6000,
High Rise Real Estate,Real Estate,UAE,Dubai,info@highrise-re.com,www.highrise-re.com,Mazaya Center,Tel: +971 4-321-2120,
Higher Colleges of Technology,Services,UAE,Abu Dhabi,enquiries@hct.ac.ae,www.hct.ac.ae,P.O.Box 25026,Tel: +971 2-681-4600,
Higher Corporation for Specialized Economic Zones,Government,UAE,Abu Dhabi,info@hcsez.ae,www.hcsez.ae,"Industrial City, Musafah Area",Tel: +971 2-550-0000,
Hilal Bil Badi and Partners Contracting Company,Construction,UAE,Abu Dhabi,hilalco@emirates.net.ae,www.hilalco.com,Al Hashmi Tower Building,Tel: +971 2-445-7700,
Hilal and Associates,Services,UAE,Dubai,arhilal@emirates.net.ae,www.hilalassociates.com,Al Yamama Tower,Tel: +971 4-295-5388,
Hilton Abu Dhabi,Travel and Tourism,UAE,Abu Dhabi,auhhitw@emirates.net.ae,,P.O.Box 877,Tel: +971 2-681-1900,
Hilton Al Ain,Travel and Tourism,UAE,Al Ain,alhilton@emirates.net.ae,,P.O.Box 1333,Tel: +971 3-768-6666,
Hilton Baynunah,Travel and Tourism,UAE,Abu Dhabi,baynunah-towers@hilton.com,,P.O.Box 30877,Tel: +971 2-632-7777,
Hilton Corniche Residence,Travel and Tourism,UAE,Abu Dhabi,corniche.residence@hilton.com,,Corniche Road,Tel: +971 2-627-6000,
Hilton Dubai Creek,Travel and Tourism,UAE,Dubai,info_dubai-creek@hilton.com,www.hiltondubaicreek.com,P.O.Box 33398,Tel: +971 4-227-1111,
Hilton Dubai Jumeirah,Travel and Tourism,UAE,Dubai,info_jumeirah@hilton.com,www.dubai-jumeirah.hilton.com,P.O.Box 2431,Tel: +971 4-399-1111,
Hilton Fujairah,Travel and Tourism,UAE,Fujairah,shjhitwgm@hilton.com,www.fujairah.hilton.com,P.O.Box 231,Tel: +971 9-222-2411,
Hilton Hotels,Travel and Tourism,UAE,Dubai Internet City,,,Building number 5,Tel: +971 4-391-5353,
Hilton Ras Al Khaimah,Travel and Tourism,UAE,Ras Al Khaimah,,,P.O.Box 11133,Tel: +971 7-228-8888,
Hira Group,Industrial Manufacturing,UAE,Sharjah,rhiratrd@emirates.net.ae,www.rhira.com,P.O.Box 6605,Tel: +971 6-5323738,
