Company Name,Sector,Country,City,Email,Website,Address,Tel/Fax,
Emirates Hospital Supplies,Healthcare,UAE,Abu Dhabi,rbagroup@emirates.net.ae,,Tourist Club Area,Tel: +971 2-6275899,
,,,,,,P.O.Box 366,Fax: 02-6772442,
Emirates Hotels and Resorts,Travel and Tourism,UAE,Dubai,,www.emirateshotelsresorts.com,P.O.Box 7631,Tel: +971 4-343-9595,
,,,,,,,Fax: +971 4-343-9696,
Emirates Industrial Bank,Financial Services,UAE,Abu Dhabi,projects_auh@emiratesindustrialbank.net,www.emiratesindustrialbank.net,Arab Monetary Fund Building,Tel: +971 2-633-9700,
,,,,,,Corniche Road,Fax: +971 2-631-9191,
,,,,,,P.O.Box 2722,,
Emirates Industrial Gases Company,Basic Materials,UAE,Dubai,eigco@emirates.net.ae,www.eigco.com,P.O.Box 3763,Tel: +971 4-266-0649,
,,,,,,,Fax: +971 4-266-4168,
Emirates Industries,Consumer Goods,UAE,Dubai,emind@emirates.net.ae,,P.O.Box 19418,Tel: +971 4-347-4906,
,,,,,,,Fax: +971 4-347-3936,
Emirates Insurance Association,Services,UAE,Abu Dhabi,,www.eia.ae,P.O.Box 7755,Tel: +971 2-677-1444,
,,,,,,,Fax: +971 2-677-2444,
Emirates Insurance Company,Financial Services,UAE,Abu Dhabi,eminco@emirates.net.ae,www.emirates-ins.com,Emirates Insurance Company Building,Tel: +971 2-644-0400,
,,,,,,P.O.Box 3856,Fax: +971 2-644-5227,
Emirates Integrated Telecommunications Company,Telecoms and IT,UAE,Dubai,talk-to-us@du.ae,www.du.ae,Building number 14,Tel: +971 4-360-0000,
,,,,,,Media City,Fax: +971 4-391-9000,
,,,,,,P.O.Box 502666,,
Emirates International Holding,Real Estate,UAE,Sharjah,info@eig.ae,,P.O.Box 45444,Tel: +971 6-556-9111,
,,,,,,,Fax: +971 6-556-9191,
Emirates International Investment Company,Financial Services,UAE,Abu Dhabi,hr@eiic.ae,www.eiic.ae,Al Hill Tower,Tel: +971 2-667-9777,
,,,,,,King Khaled Bin Abdulaziz Street,Fax: +971 2-667-9997,
,,,,,,Al Khalidiyah Area,,
,,,,,,P.O.Box 2310,,
Emirates International School,Services,UAE,Dubai,mail@eischool.com,www.eischool.com,P.O.Box 6446,Tel: +971 4-348-9804,
,,,,,,,Fax: +971 4-348-2813,
Emirates International Securities,Financial Services,UAE,Dubai,ebi@dfm.co.ae ,,P.O.Box 2336,Tel: +971 4-305-5111,
,,,,,,,Fax: +971 4-331-4979,
Emirates Islamic Bank,Financial Services,UAE,Dubai,saeedy@emiratesbank.ae,www.emiratesislamicbank.ae,Essa Al Saleh Al Gurg Building,Tel: +971 4-228-7474,
,,,,,,Beniyas Street,Tel: +971 4-316-0330,
,,,,,,P.O.Box 6564,Fax: +971 4-227-2172,
Emirates Link Group,Conglomerates,UAE,Abu Dhabi,elite@emirates.net.ae,www.emirateslink.com,P.O.Box 31234,Tel: +971 2-673-3336,
,,,,,,,Fax: +971 2-673-3776,
Emirates Lube Oil Company,Oil and Gas,UAE,Sharjah,elco@emirates.net.ae,www.elco-uae.com,Mina Al Sharjah,Tel: +971 6-528-0335,
,,,,,,P.O.Box 6700,Fax: +971 6-528-2533,
Emirates Macaroni Factory,Agriculture and Food,UAE,Dubai,emfdu@emirates.net.ae,www.emiratesmacaroni.ae,P.O.Box 5721,Tel: +971 4-338-8333,
,,,,,,,Fax: +971 4-338-2000,
Emirates Management Services Corporation,Conglomerates,UAE,Abu Dhabi,,,P.O.Box 6,Tel: +971 2-448-2000,
,,,,,,,Fax: +971 2-448-2500,
Emirates Marketing and Promotions,Services,UAE,Dubai,info@empinternational.ae,www.empinternational.ae,Main Post Office Building,Tel: +971 4-302-0507,
,,,,,,1st Floor,Tel: +971 4-337-6333,
,,,,,,Al Karama Area,Fax: +971 4-337-5999,
,,,,,,P.O.Box 122222,,
Emirates Media Incorporated,Media,UAE,Abu Dhabi,,www.emi.ae,Emirates Media Incorporated Building,Tel: +971 2-414-4000,
,,,,,,15th Street,Tel: +971 2-445-5555,
,,,,,,P.O.Box 63,Fax: +971 2-414-4401,
,,,,,,,Fax: +971 2-445-4885,
Emirates Metallic Industries Company,Mining and Metals,UAE,Sharjah,emic@emirates.net.ae,www.emic.co.ae,P.O.Box 6258,Tel: +971 6-5341526,
,,,,,,,Fax: 06-5341265,
Emirates Motor Company,Automotive,UAE,Abu Dhabi,emc@alfahimgroup.ae,www.emc.mercedes-benz.com,Emirates Motor Company Building,Tel: +971 2-444-4000,
,,,,,,Airport Road,Tel: +971 2-444-9666,
,,,,,,P.O.Box 46300,Fax: +971 2-444-8126,
Emirates National Grid,Power and Utilities,UAE,,en_grid@emirates.net.ae,www.eng.ae,-,,
,,,,,,,,
Emirates National Group,Transport,UAE,Abu Dhabi,eng@enguae.com,www.enguae.com,National Bank of Abu Dhabi Building,Tel: +971 2-622-0088,
,,,,info@enguae.com,,7th Floor,Fax: +971 2-622-3321,
,,,,,,Al Corniche Street,,
,,,,,,P.O.Box 6365,,
Emirates National Oil Company,Oil and Gas,UAE,Dubai,grouphr@enoc.com,www.enoc.com,ENOC Building,Tel: +971 4-337-4400,
,,,,,,Sheikh Rashid Street,Fax: +971 4-313-4202,
,,,,,,P.O.Box 6442,,
Emirates National Plastic,Basic Materials,UAE,Sharjah,info@enp.ae,www.enp.ae,Industrial Area,Tel: +971 6-543-6060,
,,,,,,P.O.Box 23874,Fax: +971 6-543-9595,
Emirates National Securitization Corporation,Financial Services,UAE,Dubai,info@ensec.ae ,www.ensec.ae,P.O.Box 181777,Tel: +971 4-367-1177,
,,,,,,,Fax: +971 4-367-1188,
Emirates Neon Group,Media,UAE,Dubai,ensneon@emirates.net.ae,www.emiratesneon.com,P.O.Box 6203,Tel: +971 4-331-7822,
,,,,,,,Fax: +971 4-331-7823,
Emirates Packaging Industries,Basic Materials,UAE,Dubai,,,Plot No B 329,Tel: +971 4-285-0682,
,,,,,,Al Ramool Industrial Area,Tel: +971 4-285-1782,
,,,,,,P.O.Box 4219,Tel: +971 4-285-7293,
,,,,,,,Fax: +971 4-285-0690,
Emirates Petrochemical Services Establishment,Oil and Gas,UAE,Abu Dhabi,epsintol@emirates.net.ae,,P.O.Box 44414,Tel: +971 2-6774545,
,,,,,,,Fax: +971 2-6775955,
Emirates Petroleum Products Company,Oil and Gas,UAE,Dubai,,www.eppcouae.com,P.O.Box 5589,Tel: +971 4-337-2131,
,,,,,,,Fax: +971 4-337-5990,
Emirates Photo Marketing,Consumer Goods,UAE,Ajman,info@epm.co.ae,www.epm.co.ae,P.O.Box 1530,Tel: +971 6-746-6751,
,,,,,,,Fax: +971 6-746-6285,
Emirates Plaza Hotel,Travel and Tourism,UAE,Abu Dhabi,info@emirates-plaza.com,www.emirates-plaza.com,P.O.Box 5295,Tel: +971 2-672-2000,
,,,,,,,Fax: +971 2-672-3204,
Emirates Post,Transport,UAE,Dubai,custservice@emiratespost.co.ae,www.emiratespostuae.com,P.O.Box 99999,Tel: +971 4-262-2222,
,,,,,,,Fax: +971 4-266-2929,
Emirates Precast Construction,Construction,UAE,Dubai,epc@emirates.net.ae,,P.O.Box 10062,Tel: +971 4-333-1699,
,,,,,,,Fax: +971 4-333-1774,
Emirates Preinsulated Pipes Industries,Construction,UAE,Abu Dhabi,gmail@eppi.ae,www.eppi.ae,"Industrial City of Abu Dhabi, New Mussafah",Tel: +971 2-550-1994,
,,,,,,P.O.Box 73830,Fax: +971 2-550-1992,
Emirates Printing Press,Services,UAE,Dubai,eppdubai@emirates.net.ae,www.eppdubai.com/,P.O.Box 5106,Tel: +971 4-3475550,
,,,,,,,Fax: 04-3475959,
Emirates Properties Investment Company,Real Estate,UAE,Abu Dhabi,deltaest@emirates.net.ae,www.epicorealestate.com,Abdel Jallal Travel Agency Building,Tel: +971 2-622-0779,
,,,,,,4th Floor,Fax: +971 2-622-1198,
,,,,,,Leewa Street,,
,,,,,,P.O.Box 101,,
Emirates Railway,Transport,UAE,Abu Dhabi,,,-,,
Emirates Real Estate Corporation,Real Estate,UAE,Abu Dhabi,akaryah@akaryah.org.ae,www.akaryah.org.ae,Abu Dhabi Islamic Bank Building,Tel: +971 2-632-2200,
,,,,info@akaryah.net.ae,,10th Floor,Fax: +971 2-632-2260,
,,,,,,Al Najda Street,,
,,,,,,P.O.Box 407,,
Emirates Refining Company,Agriculture and Food,UAE,Sharjah,erco@iffco.com,www.erco-uae.com,P.O.Box 6906,Tel: +971 6-5286565,
,,,,,,,Fax: 06-5283544,
Emirates Safety Services,Services,UAE,Abu Dhabi,emisafe@emirates.net.ae,,Mussafah,Tel: +971 2-5555725,
,,,,,,P.O.Box 6322,Fax: 02-5554489,
Emirates Securities,Financial Services,UAE,Dubai,ecc@adsm.co.ae,www.e-securities.ae,P.O.Box 8206,Tel: +971 2-627-1515,
,,,,,,,Fax: +971 2-627-5043,
Emirates Securities and Commodities Authority,Financial Services,UAE,Abu Dhabi,contactus@sca.ae,www.sca.ae,Al Gaith Tower,Tel: +971 2-627-7888,
,,,,,,Hamdan Street,Fax: +971 2-627-4600,
,,,,,,P.O.Box 33733,,
Emirates Ship Investment Company,Transport,UAE,Abu Dhabi,admin@eships.ae,www.eships.ae,P.O.Box 31466,Tel: +971 2-626-8660,
,,,,,,,Fax: +971 2-626-8661,
Emirates SkyCargo,Transport,UAE,Dubai,skycargo@emirates.com,www.skycargo.com,P.O.Box 686,Tel: +971 4-203-3436,
,,,,,,,Fax: +971 4-295-4049,
Emirates Specialities Company,Construction,UAE,Dubai,escodub@emirates.net.ae,www.esco-uae.ae,P.O.Box 3880,Tel: +971 4-347-0767,
,,,,,,,Fax: +971 4-347-0765,
Emirates Steel Establishment,Basic Materials,UAE,Abu Dhabi,esteel@emirates.net.ae,,Musafah,Tel: +971 2-551-1436,
,,,,,,P.O.Box 8795,Fax: +971 2-551-1446,
Emirates Steel Pipe Industries (inactive),Mining and Metals,UAE,Dubai,,,Jebel Ali Free Zone,Tel: +971 4-3524027,
,,,,,,P.O.Box 16933,Tel: +971 4-8835139,
,,,,,,,Fax: 04-8835968,
Emirates Sunland Group,Real Estate,UAE,Dubai,maryrose@emiratessunland.ae,www.emiratessunland.com,Capricorn Tower,Tel: +971 4-332-0226,
,,,,,,Sheikh Zayed Road,Fax: +971 4-332-0225,
,,,,,,P.O.Box 122987,,
Emirates Technical Services,Mining and Metals,UAE,Sharjah,,,P.O.Box 2025,Tel: +971 6-533-4158,
,,,,,,,Fax: +971 6-533-6540,
Emirates Techno Casting,Mining and Metals,UAE,Sharjah,etc@etcdxb.com,,Emirates Techno Casting Building,Tel: +971 6-526-3363,
,,,,,,Hamriya Free Zone,Fax: +971 6-526-3393,
,,,,,,P.O.Box 41608,,
Emirates Technology Company,Telecoms and IT,UAE,Dubai,emitac@emitac.co.ae,www.emitac.ae,P.O.Box 8391,Tel: +971 4-282-7577,
,,,,,,,Fax: +971 4-282-7836,
Emirates Telecommunications Corporation,Telecoms and IT,UAE,Abu Dhabi,adminho@etisalat.co.ae,www.etisalat.ae,Etisalat Building,Tel: +971 2-618-2173,
,,,,help@etisalat.ae,,Sheikh Rashid Bin Saeed Al Maktoum Street,Tel: +971 2-628-3333,
,,,,prd@etisalat.ae,,P.O.Box 3838,Fax: +971 2-631-7000,
,,,,,,,Fax: +971 2-633-4448,
Emirates Telecommunications and Marine Services,Telecoms and IT,UAE,Abu Dhabi,etmarine@emirates.net.ae,www.emarine.ae,P.O.Box 3838,Tel: +971 2-618-4716,
,,,,,,,Fax: +971 2-632-3388,
Emirates Trading Agency,Conglomerates,UAE,Dubai,vpn@eta-ascon.com,www.eta-ascon.com,P.O.Box 5239,Tel: +971 4-271-6655,
,,,,,,,Tel: +971 4-271-3333,
,,,,,,,Fax: +971 4-272-9319,
,,,,,,,Fax: +971 4-272-9863,
Emirates Transformer and Switchgear,Industrial Manufacturing,UAE,Dubai,info@emiratestransformer.com,www.emiratestransformer.com,Jebel Ali Free Zone,Tel: +971 4-881-6288,
,,,,,,P.O.Box 16842,Fax: +971 4-881-6693,
Emirates Transport Corporation,Transport,UAE,Dubai,,www.emiratestransport.com,Emirates Transport Building,Tel: +971 4-285-4444,
,,,,,,Al Romoul Street,Fax: +971 4-285-4584,
,,,,,,Al Rashidiya,,
,,,,,,P.O.Box 5757,,
Emirates Western Petroleum Services Company,Oil and Gas,UAE,Abu Dhabi,ewpsco@ewpsco.ae,www.ewps.ae,Electra Street,Tel: +971 2-672-5637,
,,,,,,P.O.Box 8107,Fax: +971 2-678-1578,
Empire International Investments,Services,UAE,Dubai,info@empireholdings.net,www.empireholdings.net,Saeed Tower 2,Tel: +971 4-321-6321,
,,,,,,"21st Floor, Office 2",Fax: +971 4-321-1124,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 212217,,
Engineering Contracting Company,Construction,UAE,Dubai,ecc@eccdubai.com,www.eccdubai.com,Bank of Sharjah Building,Tel: +971 4-282-0033,
,,,,,,Al Garhoud Street,Fax: +971 4-282-0933,
,,,,,,P.O.Box 62393,,
Engineering Maintenance Company,Construction,UAE,Abu Dhabi,emcoadh@eta-ascon.com,,P.O.Box 3532,Tel: +971 2-634-0600,
,,,,,,,Fax: +971 2-632-9491,
Environment Agency - Abu Dhabi,Government,UAE,Abu Dhabi,customerservice@ead.ae,www.ead.ae,Al Khalidiah,Tel: +971 2-681-7171,
,,,,,,P.O.Box 45553,Fax: +971 2-681-0008,
Epson Africa and Middle East,Telecoms and IT,UAE,Dubai,,www.epson-europe.com/africa/,jebel ali,Tel: +971 4-8818934,
,,,,,,P.O.Box 17383,Fax: +971 4-8818945,
Equity-i,Services,UAE,Dubai,contact@equity-i.com,www.equity-i.com,"Al Attar Tower, Office No 1702",Tel: +971 4-321-1196,
,,,,,,Sheikh Zayed Road,Fax: +971 4-321-7796,
,,,,,,P.O.Box 213652,,
Ernst and Young Abu Dhabi,Services,UAE,Abu Dhabi,AbuDhabi@ae.ey.com,,P.O.Box 136,Tel: +971 2-627-7522,
,,,,,,,Fax: +971 2-627-3383,
Ernst and Young Dubai,Services,UAE,Dubai,Dubai@ae.ey.com,,P.O.Box 9267,Tel: +971 4-332-4000,
,,,,,,,Fax: +971 4-332-4004,
Eros Group,Consumer Goods,UAE,Dubai,,www.erosgroup.com,P.O.Box 1184,Tel: +971 4-266-6216,
,,,,,,,Tel: +971 4-266-9731,
,,,,,,,Fax: +971 4-266-0745,
Escan Properties,Real Estate,UAE,Abu Dhabi,,,P.O.Box 30708,Tel: +971 2-610-8401,
,,,,,,,(Chairman of Founders' Committee),
Esnaad,Oil and Gas,UAE,Abu Dhabi,esnaad@esnaad.com,www.esnaad.com,P.O.Box 46121,Tel: +971 2-602-9000,
,,,,,,,Fax: +971 2-602-9010,
Essham Securities,Financial Services,UAE,Dubai,customerservice@essham.ae ,www.essham.ae,Ahmad Ramadhan Building,Tel: +971 4-305-5834,
,,,,,,Sheikh Zayed Road,Tel: +971 4-305-5835,
,,,,,,P.O.Box 117744,Tel: +971 4-338-8990,
,,,,,,,Fax: +971 4-338-8994,
Etihad Airways,Transport,UAE,Abu Dhabi,info@etihad.ae,www.etihadairways.com,New Airport Road,Tel: +971 2-505-8000,
,,,,,,P.O.Box 35566,Fax: +971 2-505-8111,
Etihad Crystal Cargo,Transport,UAE,Abu Dhabi,,www.crystalcargo.ae,"Cargo Village, Abu Dhabi International Airport",Tel: +971 2-509-1123,
,,,,,www.etihadcrystalcargo.com,P.O.Box 35566,Tel: +971 2-509-1222,
,,,,,,,Fax: +971 2-509-1234,
Etihad Holidays,Travel and Tourism,UAE,,holidays@etihadholidays.com,www.etihadholidays.com,-,Tel: +971 2-617-7723,
,,,,,,,Fax: +971 2-632-6979,
Etisalat Academy,Services,UAE,Dubai,info@academy.ae,www.eacademy.ae,Etisalat Academy,Tel: +971 4-264-4444,
,,,,,,P.O.Box 99100,Fax: +971 4-264-8888,
Etisalat Services,Telecoms and IT,UAE,Abu Dhabi,,,"C/O, Emirates Telecommunications Corporation",Tel: +971 2-628-3333,
,,,,,,Etisalat Building,Fax: +971 2-631-7000,
,,,,,,Sheikh Rashid Bin Saeed Al Maktoum Street,,
,,,,,,P.O.Box 3838,,
Euro Mechanical and Electrical Contractors,Construction,UAE,Abu Dhabi,euromech@emirates.net.ae,www.euromechanical.com,Al Hurr Building,Tel: +971 2-678-1133,
,,,,,,1st Floor,Fax: +971 2-678-1953,
,,,,,,Tourist Club Area,Fax: +971 2-678-3419,
,,,,,,P.O.Box 46153,,
Euro RSCG Worldwide,Media,UAE,Dubai,info@eurorscgdubai.com,www.eurorscg.com,CNN Building,Tel: +971 4-366-4100,
,,,,,,5th Floor,Fax: +971 4-391-8001,
,,,,,,Dubai Media City,,
,,,,,,P.O.Box 21448,,
Euroblast Middle East,Basic Materials,UAE,Dubai,info@euroblastme.com,www.euroblastme.com,Al Garhoos Street,Tel: +971 4-282-4400,
,,,,,,Al Deira,Tel: +971 4-282-4200,
,,,,,,P.O.Box 31230,Fax: +971 4-282-4264,
Eurocon Building Industries,Construction,UAE,Ajman,eurocon@mulkgroup.com,,Gate 3,Tel: +971 6-744-1450,
,,,,eurocon@alubond.com,,"Ajman Free Zone, Gate 3",Fax: +971 6-742-5196,
,,,,,,P.O.Box 4819,,
European Exhibition for Modern Furniture,Consumer Goods,UAE,Abu Dhabi,euroexhb@emirates.net.ae,,P.O.Box 4127,Tel: +971 2-6771034,
,,,,,,,Tel: +971 2-6772242,
,,,,,,,Tel: +971 2-6772871,
,,,,,,,Fax: 02-6729028,
Evolvence Capital,Financial Services,UAE,Dubai,info@evolvence.com,www.evolvence.com,P.O.Box 31309,Tel: +971 4-332-4033,
,,,,,,,Fax: +971 4-332-4013,
ExecuJet Middle East,Industrial Manufacturing,UAE,Dubai,enquiries@execujet-me.com,www.execujet-me.com,P.O.Box 2116,Tel: +971 4-294-9460,
,,,,,,,Fax: +971 4-294-8405,
Exomos,Transport,UAE,Dubai,info@exomos.com,www.exomos.com,P.O.Box 261489,Tel: +971 4-883-5222,
,,,,,,,Fax: +971 4-883-5228,
Exploration Logging Arabian Gulf,Oil and Gas,UAE,Sharjah,,,P.O.Box 5932,Tel: +971 6-5592461,
,,,,,,,Tel: +971 6-5592463,
Expo Centre Sharjah,Services,UAE,Sharjah,info@expo-centre.ae,www.expo-centre.ae,Expo Centre,Tel: +971 6-577-0000,
,,,,,,Al Taawun Street,Fax: +971 6-577-0111,
,,,,,,P.O.Box 3222,,
Eye of Dubai Investment Company,Real Estate,UAE,Dubai,info@zabeelmall.ae,,"Burj Dubai, Falco Gallery Building",Tel: +971 4-345-4885,
,,,,,,4th Floor,Fax: +971 4-345-4886,
,,,,,,Al Meena Road,,
,,,,,,P.O.Box 120201,,
FLAG Telecom,Telecoms and IT,UAE,Dubai,,www.flagtelecom.com,Union House Building,Tel: +971 4-227-1880,
,,,,,,Port Said Street,Fax: +971 4-223-8275,
FTV Proclad (UAE),Basic Materials,UAE,Abu Dhabi,ftvproac@emirates.net.ae,,P.O.Box 31714,Tel: +971 2-554-9303,
,,,,,,,Fax: +971 2-554-9305,
Fab Steel,Mining and Metals,UAE,Al Ain,,,P.O.Box 80174,Tel: +971 3-7825568,
,,,,,,,Fax: 03-7825480,
Fairmont Dubai,Travel and Tourism,UAE,Dubai,dubai@fairmont.com,,Sheikh Zayed Road,Tel: +971 4-332-5555,
,,,,,,P.O.Box 97555,Fax: +971 4-332-4555,
Fal Group,Oil and Gas,UAE,Sharjah,,www.falgroup.com,Sheikh Sultan Al Awal Road,Tel: +971 6-528-6666,
,,,,,,P.O.Box 6600,Tel: +971 6-528-3323,
,,,,,,,Tel: +971 6-528-3334,
,,,,,,,Fax: +971 6-528-1437,
,,,,,,,Fax: +971 6-528-0861,
Falak Holding,Conglomerates,UAE,Dubai,info@falakproperties.com,,The Gate Building,Tel: +971 4-344-1100,
,,,,,,"Dubai International Financial Centre, Retail District",Fax: +971 4-344-1110,
,,,,,,P.O.Box 5006,,
Falcon Chemicals,Basic Materials,UAE,Dubai,,,P.O.Box 2924,Tel: +971 4-8801444,
,,,,,,,Fax: 04-8801717,
,,,,,,,Fax: 04-8801818,
Falcon City of Wonders,Real Estate,UAE,Dubai,sales@falconcity.com,www.falconcity.com,"C/O, Al Moosa Group, Salem Ahmad Al Moosa Building, Oud Metha Road, PO Box 120660",Tel: +971 4-335-5539,
,,,,,,,Fax: +971 4-335-6703,
Falcon Oil Company,Oil and Gas,UAE,Sharjah,info@sharlu.com,,Al Layyah Area,Tel: +971 6-528-3435,
,,,,,,P.O.Box 3461,Fax: +971 6-528-2366,
Fardan Stores,Consumer Goods,UAE,Dubai,,,Al Faheidi Street,Tel: +971 4-2220652,
,,,,,,Al Shandagha,Tel: +971 4-2225447,
,,,,,,P.O.Box 182,Tel: +971 4-2262303,
,,,,,,,Tel: +971 4-2282256,
,,,,,,,Fax: 04-2240027,
,,,,,,,Fax: 04-2262774,
,,,,,,,Fax: 04-2262775,
,,,,,,,Fax: 04-2282258,
Farook International Stationery,Consumer Goods,UAE,Dubai,farook@emirates.net.ae,www.farook.com,Al Maktoum Street,Tel: +971 4-2279898,
,,,,,,P.O.Box 2987,Fax: 04-2233423,
Fast Rent A Car,Travel and Tourism,UAE,Abu Dhabi,rentacar@emirates.net.ae,www.fastuae.com,National Bank of Abu Dhabi Building,Tel: +971 2-622-0088,
,,,,,,7th Floor,Fax: +971 2-622-3321,
,,,,,,Al Corniche Street,,
,,,,,,P.O.Box 6365,,
Fayfa Chemicals Factory,Basic Materials,UAE,Dubai,,,P.O.Box 6246,Tel: +971 4-3472082,
,,,,,,,Fax: 04-3472042,
FedEx Express,Transport,UAE,Dubai,memaster@fedex.com,www.fedex.com,P.O.Box 9239,Tel: +971 4-299-5000,
,,,,,,,Fax: +971 4-331-0714,
Federal Building Industries,Mining and Metals,UAE,Dubai,fbi@emirates.net.ae,www.fbidubai.com/,P.O.Box 812,Tel: +971 4-347-5119,
,,,,,,,Fax: +971 4-347-1432,
Federal Customs Authority,Government,UAE,,,,-,Tel: +971 2-6726000,
,,,,,,,Fax: +971 2-6768414,
Federal Electricity and Water Authority,Power and Utilities,UAE,Dubai,fewadmin@emirates.net.ae,www.fewa.gov.ae,P.O.Box 1672,Tel: +971 4-262-6262,
,,,,,,,Fax: +971 4-269-0064,
Federal Foods,Agriculture and Food,UAE,Dubai,,www.federalfoods.com,Al Quoz Industrial Area,Tel: +971 4-339-0005,
,,,,,,P.O.Box 54066,Fax: +971 4-339-0032,
Festival Centre,Real Estate,UAE,Dubai,retail@dubaifestivalcity.com,,Al Rebat Street,Tel: +971 4-213-6213,
,,,,,,Ras Al Khor Area,Tel: +971 4-213-6363,
,,,,,,P.O.Box 49776,Fax: +971 4-285 -4185,
Fikree Pipe Corporation,Basic Materials,UAE,Abu Dhabi,,,P.O.Box 7908,Tel: +971 2-6443950,
,,,,,,,Fax: 02-6449815,
Finance House,Financial Services,UAE,Abu Dhabi,info@fh.ae,www.fh.ae,Finance House Building,Tel: +971 2-621-9999,
,,,,,,Al Khalidiya Street,Fax: +971 2-619-4900,
,,,,,,P.O.Box 7878,,
First Gulf Bank,Financial Services,UAE,Abu Dhabi,fgbabd@emirates.net.ae,www.fgb.ae,First Gulf Bank Building,Tel: +971 2-681-6666,
,,,,,,Al Khalidia Street,Fax: +971 2-681-3727,
,,,,,,P.O.Box 6316,,
First Gulf Financial Services,Financial Services,UAE,Abu Dhabi,,www.fgfs.ae,First Gulf Bank Building,Tel: +971 2-692-0329,
,,,,,,5th Floor,Fax: +971 2-681-3038,
,,,,,,Zayed 1st Street,Fax: +971 2-681-6147,
,,,,,,Khalidya Area,,
,,,,,,P.O.Box 6316,,
Fisia Italimpianti,Construction,UAE,Abu Dhabi,fisiait@emirates.net.ae,www.fisiait.com,Alia Tower,Tel: +971 2-679-5988,
,,,,,,Office 24,Fax: +971 2-679-4958,
,,,,,,Khalifa Street,,
,,,,,,P.O.Box 3811,,
Five Stars Real Estate Company,Real Estate,UAE,Dubai,info@zabeelmall.ae,,"Burj Dubai, Falco Gallery Building",Tel: +971 4-345-5255,
,,,,,,3rd Floor,Fax: +971 4-345-7770,
,,,,,,Al Meena Road,,
,,,,,,P.O.Box 120201,,
Flamingo Hotel Management Company,Travel and Tourism,UAE,Dubai,fhmc@emirates.net.ae,www.flamingo-hotels.com,P.O.Box 55777,Tel: +971 4-271-3223,
,,,,,,,Tel: +971 4-273-1993,
,,,,,,,Fax: +971 4-273-1371,
Fleming Gulf,Services,UAE,Dubai,,www.fleminggulf.com,Loft Offices Building,Tel: +971 4-390-2764,
,,,,,,Office Number 2,Fax: +971 4-366-1048,
,,,,,,Dubai Media City,,
,,,,,,P.O.Box 500604,,
Fluor Mideast,Construction,UAE,Abu Dhabi,,,Al Obaidy Tower,Tel: +971 2-617-2700,
,,,,,,15th Floor,Fax: +971 2-631-1660,
,,,,,,Istiklal Street,,
,,,,,,P.O.Box 46858,,
Fono Distribution Services,Telecoms and IT,UAE,Dubai,,,P.O.Box 33890,Tel: +971 4-3437710,
,,,,,,,Fax: 04-3437714,
Foodco Holdings,Agriculture and Food,UAE,Abu Dhabi,foodco@foodcouae.com,www.foodco-uae.com,P.O.Box 2378,Tel: +971 2-673-1000,
,,,,,,,Fax: +971 2-673-2100,
Forall Middle East,Consumer Goods,UAE,Dubai,ubdubai@emirates.net.ae,,Kawakib Building,Tel: +971 4-343-6622,
,,,,,,Block A,Fax: +971 4-343-6644,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 56293,,
Ford International Business Development,Automotive,UAE,Dubai,,www.ford.com,API Tower,Tel: +971 4-332-7767,
,,,,,,17th Floor,Fax: +971 4-332-7299,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 21470,,
Forsa,Financial Services,UAE,Dubai,info@forsa.ae,www.forsa.ae,Al Attar Business Tower,Tel: +971 4-375-9655,
,,,,,,34th Floor,Fax: +971 4-375-9630,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 17000,,
Forsyth Partners Group Holdings,Financial Services,UAE,Dubai,paul.forsyth@forsythpartners.com,www.forsythpartners.com,The Gate Building,Tel: +971 4-361-1111,
,,,,,,4th Floor,Fax: +971 4-362-0855,
,,,,,,Dubai International Financial Centre,,
,,,,,,P.O.Box 506505,,
Fortum Middle East,Oil and Gas,UAE,Dubai,,,P.O.Box 9395,Tel: +971 4-331-4315,
,,,,,,,Fax: +971 4-332-2010,
Fortune Group,Real Estate,UAE,Dubai,info@fortunegroup.ae,www.fortunegroup.ae,Al Attar Tower,Tel: +971 4-331-6789,
,,,,,,Sheikh Zayed Road,Fax: +971 4-331-8118,
,,,,,,P.O.Box 75557,,
Fortune Promoseven,Media,UAE,Dubai,info@promoseven.com,www.promoseven.com,Emarat Atrium,Tel: +971 4-321-0007,
,,,,,,4th Floor,Fax: +971 4-321-0008,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 6834,,
Foster Wheeler International,Construction,UAE,Abu Dhabi,,,Bugatti Building,Tel: +971 2-622-2117,
,,,,,,1st Floor,Fax: +971 2-622-2119,
,,,,,,Al Corniche Road,,
,,,,,,P.O.Box 26702,,
Four Communications,Media,UAE,Dubai,info@fourcommunications.com,www.fourcommunications.com,"The Communications Building, 48 Leicester Square, London WC2H 7FG, United Kingdom",Tel: +44 870-444-4568,
,,,,,,Building No 8,Tel: +971 4-362-5129,
,,,,,,4th Floor,Fax: +44 870-420-3252,
,,,,,,Dubai Media City,Fax: +971 4-362-5358,
,,,,,,P.O.Box 502099,,
Four Points by Sheraton Bur Dubai,Travel and Tourism,UAE,Dubai,fpshrdxb@emirates.net.ae,,P.O.Box 33196,Tel: +971 4-397-7444,
